isla,fecha,numero_casos,ia_7dias,ia_14dias,pcr_total,pcr_positivos,pcr_porcentaje_positivos,pcr_porcentaje_positivos_7dias,Urg_ingr,Urg_cv,HPT_cv19,HPT_nocv19,CCR_cv19,CCR_nocv19,CSR_cv19,CSR_nocv19,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presMax,presMin,hrMedia,hrMax,hrMin
LA GOMERA,2021-02-22,0,0.0,9.225943352707814,24,0,0.0,0.704225352112676,4,0,2,16,0,0,0,0,19.0,0.0,14.7,23.2,11.0,1.9,5.3,8.2,998.5,994.4,72.0,80.0,56.0
LA PALMA,2021-02-22,0,9.585659852860122,33.54980948501042,181,7,3.867403314917127,2.430555555555555,13,0,2,137,2,2,0,0,18.4,0.0,14.5,22.3,99.0,2.8,5.8,8.0,1019.5,1015.2,71.0,83.0,60.0
FUERTEVENTURA,2021-02-22,10,44.265526342164165,91.03664851501686,213,11,5.164319248826291,2.854468881609733,17,1,3,88,1,4,0,0,16.5,0.0,12.7,20.3,33.0,3.6,6.1,10.7,1020.9,1017.1,69.0,81.0,59.0
GRAN CANARIA,2021-02-22,94,54.11906896499326,124.25177172740354,1780,127,7.134831460674158,4.971187091817134,223,8,84,1646,47,58,0,30,17.9,0.0,15.0,20.8,99.0,3.6,8.3,9.8,1019.1,1015.3,66.0,76.0,56.0
LA GOMERA,2021-02-23,0,0.0,9.225943352707814,24,1,4.166666666666667,0.680272108843537,3,0,2,17,0,0,0,0,18.6,0.0,14.9,22.2,22.0,3.6,9.2,10.5,999.1,996.5,75.0,85.0,60.0
FUERTEVENTURA,2021-02-23,24,48.44151939331173,97.71823739685296,506,29,5.731225296442688,3.082671648762261,18,2,3,89,1,4,0,0,18.2,0.0,14.8,21.5,5.0,4.2,7.8,9.9,1021.9,1019.4,80.0,89.0,70.0
LANZAROTE,2021-02-23,26,68.0307036685236,212.43549919133315,305,30,9.836065573770492,6.177446102819237,24,1,15,136,13,6,0,0,18.3,0.0,14.0,22.6,8.0,5.0,10.8,8.7,1023.1,1020.2,75.0,96.0,60.0
LA PALMA,2021-02-23,4,7.189244889645091,29.95518704018788,201,7,3.482587064676617,2.186588921282799,26,0,2,143,2,1,0,0,18.5,0.0,15.3,21.7,99.0,2.5,6.1,4.2,1020.8,1017.8,71.0,78.0,54.0
TENERIFE,2021-02-23,72,47.8137074576461,86.58157836925105,1890,83,4.391534391534392,4.62394155736344,279,11,68,1734,17,73,1,15,19.0,0.0,15.6,22.4,6.0,3.6,9.2,9.7,1021.4,1018.6,65.0,78.0,55.0
GRAN CANARIA,2021-02-23,73,58.093255454863176,124.36865956534088,2400,105,4.375,5.334802108741837,227,4,77,1644,48,61,0,17,19.4,0.0,16.9,22.0,9.0,6.7,10.3,6.1,1020.2,1017.6,70.0,78.0,60.0
EL HIERRO,2021-02-23,7,134.56535390688077,511.348344846147,46,10,21.73913043478261,7.264957264957265,1,0,0,11,0,0,0,0,19.2,0.0,17.1,21.3,36.0,3.3,9.7,8.4,1022.1,1019.2,73.0,81.0,68.0
LA PALMA,2021-02-24,2,11.982074816075151,33.54980948501042,255,5,1.96078431372549,2.517162471395881,18,0,1,144,3,1,0,0,19.4,3.9,16.9,22.0,99.0,6.7,14.4,9.0,1022.3,1018.1,67.0,87.0,53.0
EL HIERRO,2021-02-24,0,197.36251906342517,565.1744864088993,13,0,0.0,9.59409594095941,0,0,0,11,0,0,0,0,20.2,0.0,18.8,21.5,2.0,7.5,15.0,9.0,1022.9,1019.5,66.0,76.0,58.0
LANZAROTE,2021-02-24,14,75.09049367186095,198.9577182758709,296,17,5.743243243243243,6.342668863261944,28,1,12,134,13,6,0,0,20.0,0.0,15.4,24.5,99.0,7.2,14.4,10.6,1023.4,1019.7,72.0,92.0,39.0
TENERIFE,2021-02-24,60,47.92139598795612,88.19690632390126,1988,82,4.124748490945674,4.553007643735461,263,7,64,1808,17,68,1,11,19.8,0.05,16.1,23.4,1.0,2.8,9.2,9.4,1022.4,1018.5,58.0,75.0,47.0
LA GOMERA,2021-02-24,0,0.0,9.225943352707814,12,0,0.0,0.649350649350649,6,0,2,22,0,0,0,0,18.8,0.0,15.1,22.5,34.0,2.8,16.9,10.1,999.9,996.3,58.0,85.0,39.0
GRAN CANARIA,2021-02-24,77,58.79458248248728,124.13488388946618,1895,101,5.329815303430079,5.327773917072041,235,2,71,1661,48,60,0,28,19.6,0.0,16.4,22.7,99.0,9.7,16.4,10.2,1020.6,1017.2,68.0,79.0,56.0
FUERTEVENTURA,2021-02-24,22,61.804697156983934,107.74062071960712,597,37,6.197654941373535,3.88086642599278,19,2,3,93,1,4,0,0,18.4,0.0,14.8,21.9,3.0,6.4,11.4,10.4,1022.3,1018.7,75.0,86.0,69.0
LA GOMERA,2021-02-25,3,0.0,9.225943352707814,20,3,15.0,0.746268656716418,1,0,2,22,0,0,0,0,19.3,0.0,15.8,22.8,33.0,6.7,20.0,10.5,1001.6,997.0,62.0,74.0,45.0
FUERTEVENTURA,2021-02-25,20,70.15668325927906,120.2685998730498,191,22,11.518324607329845,4.656040268456376,15,0,2,90,0,3,0,0,18.5,0.0,15.4,21.6,99.0,8.6,12.8,8.2,1024.4,1021.4,74.0,83.0,57.0
LANZAROTE,2021-02-25,12,68.67250275973609,181.62914281313377,296,17,5.743243243243243,5.926544240400668,22,2,11,128,12,6,0,1,18.6,0.8,14.4,22.9,99.0,9.2,15.3,9.1,1025.3,1022.6,68.0,84.0,52.0
GRAN CANARIA,2021-02-25,87,62.301217620607794,122.38156632040592,1722,108,6.271777003484321,5.317234138293085,273,6,74,1642,45,60,0,23,19.2,0.05,16.3,22.0,99.0,10.8,15.3,6.8,1022.7,1019.7,69.0,79.0,55.0
LA PALMA,2021-02-25,9,11.982074816075151,33.54980948501042,178,10,5.617977528089888,2.527075812274368,19,0,1,147,3,1,0,0,17.7,0.3,16.1,19.3,99.0,8.9,13.9,1.7,1024.8,1021.2,73.0,97.0,58.0
EL HIERRO,2021-02-25,0,197.36251906342517,215.30456625100925,56,0,0.0,11.926605504587156,0,0,0,11,0,0,0,0,18.6,0.0,17.6,19.6,99.0,11.4,18.1,7.5,1025.2,1021.3,77.0,82.0,64.0
TENERIFE,2021-02-25,78,47.8137074576461,88.41228338452129,1409,89,6.31653655074521,4.548104956268221,230,16,69,1800,18,69,1,9,18.4,2.2,16.4,20.3,2.0,3.1,9.7,5.6,1024.8,1021.5,72.0,86.0,56.0
TENERIFE,2021-02-26,75,49.105969821366266,90.35067693010151,1416,90,6.35593220338983,4.885848805187883,185,12,74,1647,20,59,1,13,18.6,0.05,16.3,21.0,34.0,4.4,13.3,9.1,1024.3,1020.4,52.0,64.0,41.0
FUERTEVENTURA,2021-02-26,23,77.67347075134467,126.95018875488591,273,24,8.791208791208792,6.288981288981289,22,4,6,80,0,4,0,0,18.0,0.0,14.9,21.1,2.0,8.9,16.1,6.6,1023.7,1019.4,58.0,73.0,42.0
LA GOMERA,2021-02-26,1,13.838915029061722,23.064858381769536,71,4,5.633802816901408,2.91970802919708,1,1,3,14,0,0,0,0,17.6,0.0,14.6,20.7,6.0,6.7,18.6,10.5,1001.6,997.7,50.0,60.0,37.0
LANZAROTE,2021-02-26,5,66.10530639488614,157.24077734705926,272,7,2.573529411764706,5.937084625609216,19,0,8,113,12,6,0,0,17.6,1.1,13.7,21.5,1.0,9.2,16.4,9.9,1024.6,1020.9,59.0,92.0,38.0
GRAN CANARIA,2021-02-26,66,63.703871675856,117.82294064084924,1578,84,5.32319391634981,5.528642829680892,216,5,70,1586,46,62,0,20,17.2,0.5,14.6,19.7,2.0,9.4,18.1,6.1,1022.5,1018.4,60.0,84.0,47.0
LA PALMA,2021-02-26,2,17.97311222411273,41.93726185626303,196,2,1.020408163265306,2.66955266955267,11,0,1,127,3,2,0,0,18.0,0.0,15.9,20.0,1.0,7.5,13.3,4.5,1024.6,1020.9,57.0,72.0,46.0
EL HIERRO,2021-02-26,0,197.36251906342517,215.30456625100925,26,2,7.692307692307693,11.353711790393014,2,0,0,13,0,0,0,0,18.3,0.0,17.1,19.5,4.0,10.0,16.1,8.3,1025.1,1021.7,59.0,70.0,50.0
GRAN CANARIA,2021-02-27,72,66.74295546222712,114.4331933406661,1524,103,6.758530183727034,5.820685338757628,100,6,71,1572,46,56,0,2,17.1,0.2,14.3,19.9,1.0,6.9,16.1,6.8,1019.3,1012.8,66.0,84.0,44.0
FUERTEVENTURA,2021-02-27,9,92.7070457354759,140.31336651855813,243,12,4.938271604938271,6.742687159147248,8,0,4,83,0,4,0,0,17.2,0.05,13.4,21.0,1.0,8.3,14.4,6.4,1020.5,1013.3,55.0,86.0,39.0
LANZAROTE,2021-02-27,10,60.32911457397376,148.25559007008445,210,16,7.619047619047619,5.392840539284054,18,2,10,114,12,5,0,0,16.8,0.0,12.8,20.7,33.0,5.3,11.7,9.6,1021.6,1014.4,62.0,89.0,41.0
LA PALMA,2021-02-27,2,20.36952718732776,37.14443192983297,137,5,3.64963503649635,2.792862684251358,5,0,1,127,3,2,0,0,17.0,0.0,14.6,19.4,99.0,8.3,18.1,2.9,1021.4,1013.9,61.0,74.0,47.0
TENERIFE,2021-02-27,65,50.828986306326485,93.58133283940194,1150,80,6.956521739130435,5.193125115505452,108,3,85,1579,24,46,1,11,17.4,0.8,14.9,19.8,36.0,3.9,12.8,7.5,1021.2,1014.4,57.0,72.0,44.0
EL HIERRO,2021-02-27,0,89.71023593792052,206.3335426572172,5,0,0.0,8.19672131147541,1,0,0,16,0,0,0,0,17.3,0.3,15.2,19.4,5.0,8.6,14.4,7.3,1022.4,1015.7,56.0,74.0,51.0
LA GOMERA,2021-02-27,0,18.451886705415628,18.451886705415628,34,0,0.0,4.444444444444445,3,0,3,14,0,0,0,0,17.2,0.0,13.7,20.7,1.0,3.9,14.4,10.4,999.4,992.4,47.0,59.0,34.0
LA GOMERA,2021-02-28,0,18.451886705415628,18.451886705415628,11,0,0.0,4.020100502512563,1,0,2,14,0,0,0,0,18.1,0.0,14.5,21.7,2.0,2.8,13.3,10.7,993.0,989.1,51.0,66.0,39.0
EL HIERRO,2021-02-28,0,89.71023593792052,206.3335426572172,3,0,0.0,8.287292817679559,2,0,0,15,0,0,0,0,18.1,0.0,16.1,20.1,99.0,6.4,13.9,7.6,1015.7,1012.2,64.0,72.0,55.0
LA PALMA,2021-02-28,1,22.765942150542788,35.94622444822546,64,3,4.6875,2.920284135753749,11,0,1,132,3,2,0,0,17.0,0.0,14.5,19.6,99.0,10.8,16.1,8.7,1014.7,1010.5,72.0,85.0,52.0
TENERIFE,2021-02-28,44,51.25974042756654,94.44284108188204,893,55,6.159014557670773,5.43037616668238,122,4,74,1656,24,48,1,11,18.1,2.0,14.8,21.4,30.0,2.5,11.4,8.8,1014.4,1010.6,62.0,83.0,48.0
LANZAROTE,2021-02-28,0,55.19472184427387,127.71801915128488,207,5,2.415458937198068,5.185537583254043,11,3,12,117,13,6,0,0,17.5,0.05,12.6,22.4,99.0,5.8,11.7,8.6,1014.5,1010.9,66.0,88.0,44.0
FUERTEVENTURA,2021-02-28,9,91.8718471252464,139.4781679083286,209,10,4.784688995215311,6.67634252539913,13,0,4,90,0,4,0,0,17.6,0.5,14.0,21.2,34.0,5.3,11.7,6.7,1013.4,1010.0,67.0,80.0,49.0
GRAN CANARIA,2021-02-28,49,64.05453518966804,116.65406226147576,1233,66,5.35279805352798,5.803357314148681,116,8,76,1578,46,57,1,15,17.6,0.7,14.3,20.9,3.0,7.5,13.3,8.0,1012.9,1009.1,61.0,87.0,46.0
GRAN CANARIA,2021-03-01,71,60.547900051547536,114.6669690165408,1863,107,5.743424584004294,5.720408836135839,234,7,85,1634,43,58,0,26,18.7,2.9,15.4,22.0,99.0,7.8,14.4,9.2,1015.4,1010.3,58.0,89.0,45.0
FUERTEVENTURA,2021-03-01,9,97.71823739685296,141.98376373901715,130,11,8.461538461538462,6.496415770609319,16,2,4,81,1,3,0,0,19.6,0.0,14.5,24.8,34.0,5.8,13.9,7.4,1016.9,1011.6,59.0,79.0,42.0
EL HIERRO,2021-03-01,0,80.73921234412846,206.3335426572172,12,0,0.0,8.235294117647058,0,0,0,13,0,0,0,0,19.4,0.0,17.7,21.1,4.0,5.3,11.4,8.9,1017.5,1013.0,63.0,73.0,56.0
LA GOMERA,2021-03-01,0,18.451886705415628,18.451886705415628,18,0,0.0,4.081632653061225,2,0,2,14,0,0,0,0,19.2,0.0,15.6,22.7,1.0,3.6,12.8,10.3,994.7,989.9,45.0,61.0,31.0
LA PALMA,2021-03-01,5,23.964149632150303,33.54980948501042,184,13,7.065217391304348,3.217821782178218,13,0,2,136,2,1,0,0,18.0,0.1,15.6,20.5,3.0,3.9,10.3,4.1,1016.4,1011.7,63.0,73.0,59.0
TENERIFE,2021-03-01,70,50.290543654776414,94.98128373343212,1430,83,5.804195804195804,5.402046084711731,283,17,95,1746,27,61,0,13,19.2,0.2,15.9,22.4,32.0,3.9,11.1,10.5,1016.8,1012.0,59.0,82.0,41.0
LANZAROTE,2021-03-01,12,47.493132749724026,116.8074346006726,316,14,4.430379746835443,4.835589941972921,28,0,8,128,13,6,0,1,18.0,0.0,13.4,22.7,99.0,6.7,12.8,9.6,1018.1,1012.5,64.0,85.0,44.0
LA GOMERA,2021-03-02,1,18.451886705415628,18.451886705415628,37,2,5.405405405405405,4.210526315789474,4,1,2,16,0,0,0,0,18.2,0.0,14.4,21.9,35.0,3.6,10.3,5.5,997.2,993.8,59.0,75.0,45.0
FUERTEVENTURA,2021-03-02,10,96.88303878662346,145.3245581799352,235,14,5.957446808510638,6.747324336900884,22,0,4,92,1,2,0,0,18.6,0.0,15.6,21.5,5.0,6.7,11.7,9.3,1019.4,1016.1,72.0,82.0,62.0
GRAN CANARIA,2021-03-02,80,57.85947977898848,115.95273523385166,2015,113,5.607940446650124,5.517805976258698,231,8,88,1635,42,61,0,24,18.8,0.0,16.1,21.4,99.0,6.9,11.7,9.5,1017.6,1014.4,67.0,79.0,58.0
TENERIFE,2021-03-02,74,49.96747806384638,97.78118552149247,1628,91,5.58968058968059,5.522798742138365,251,14,99,1744,29,60,0,16,18.6,0.0,15.7,21.5,88.0,3.75,9.4,8.1,1019.1,1015.9,60.0,73.0,60.0
LANZAROTE,2021-03-02,5,50.70212820578646,118.73283187431008,347,7,2.017291066282421,5.573080967402734,21,0,7,127,11,6,0,1,18.3,0.0,13.6,23.0,99.0,5.8,12.5,4.3,1020.4,1017.1,68.0,89.0,50.0
EL HIERRO,2021-03-02,1,62.79716515654436,197.36251906342517,35,1,2.857142857142857,7.453416149068323,1,0,0,13,0,0,0,0,18.1,0.0,15.4,20.8,99.0,5.0,8.9,8.4,1019.6,1016.6,69.0,74.0,58.0
LA PALMA,2021-03-02,4,29.95518704018788,37.14443192983297,233,7,3.004291845493562,3.703703703703704,23,0,2,134,2,1,0,0,18.2,0.0,15.6,20.8,3.0,3.3,8.9,6.1,1018.4,1015.4,69.0,78.0,56.0
LA PALMA,2021-03-03,5,29.95518704018788,41.93726185626303,253,6,2.371541501976285,3.608660785886127,11,0,2,129,2,2,0,0,19.2,0.0,17.0,21.3,2.0,3.9,8.3,5.8,1019.0,1016.1,65.0,75.0,52.0
GRAN CANARIA,2021-03-03,70,58.67769464454993,117.4722771270372,1810,102,5.6353591160221,5.765004226542688,224,9,88,1632,44,58,0,22,19.0,0.0,16.2,21.7,3.0,7.8,14.4,9.8,1018.0,1015.1,60.0,75.0,53.0
FUERTEVENTURA,2021-03-03,11,85.19025824341028,146.99495540039422,425,13,3.058823529411765,6.922257720979766,18,0,5,91,1,4,0,0,18.7,0.0,16.1,21.3,99.0,6.7,11.4,9.2,1019.4,1016.5,68.0,81.0,59.0
LANZAROTE,2021-03-03,7,37.22434729032424,112.3148409621852,272,7,2.573529411764706,4.269547325102881,26,0,7,135,11,5,0,3,18.5,0.0,13.3,23.7,99.0,6.1,11.7,7.449999999999999,1020.3,1017.7,68.0,88.0,49.0
EL HIERRO,2021-03-03,2,8.97102359379205,206.3335426572172,43,3,6.976744186046512,2.0,1,0,0,9,0,0,0,0,19.5,0.0,18.1,20.9,6.0,5.6,7.8,8.3,1019.0666666666667,1016.0333333333333,64.0,76.66666666666667,57.333333333333336
LA GOMERA,2021-03-03,1,23.064858381769536,23.064858381769536,95,2,2.105263157894737,4.433497536945813,1,0,2,15,0,0,0,0,18.0,0.0,14.5,21.4,24.0,3.3,7.2,10.1,997.3,994.2,66.0,78.0,54.0
TENERIFE,2021-03-03,81,50.1828551244664,98.10425111242252,2101,104,4.950023798191338,5.749445228969135,232,12,100,1761,27,68,0,16,19.0,0.0,15.5,22.5,4.0,3.6,9.2,10.1,1019.4,1016.3,61.0,72.0,47.0
GRAN CANARIA,2021-03-04,108,57.85947977898848,120.16069739959627,2066,152,7.357212003872217,5.815240527884206,218,3,89,1610,39,51,0,20,18.7,0.0,15.5,21.9,99.0,8.6,16.1,10.3,1016.8,1013.9,60.0,74.0,50.0
LANZAROTE,2021-03-04,4,32.731753651836826,101.40425641157292,340,8,2.352941176470588,3.802083333333334,22,2,4,144,12,9,0,2,18.2,0.0,13.1,23.2,33.0,4.2,10.8,10.6,1019.6,1016.9,63.0,89.0,44.0
TENERIFE,2021-03-04,91,52.44431426097669,100.2580217186228,2016,102,5.059523809523809,5.904059040590406,262,11,101,1766,29,65,0,14,19.8,0.0,15.4,24.1,30.0,2.8,12.2,11.0,1018.1,1015.4,56.0,70.0,34.0
LA PALMA,2021-03-04,3,33.54980948501042,45.531884301085576,124,6,4.838709677419355,3.694779116465864,21,3,4,127,2,2,0,0,18.0,0.0,15.3,20.7,3.0,5.8,16.4,9.9,1018.0,1015.0,67.0,78.0,58.0
LA GOMERA,2021-03-04,2,27.677830058123444,27.677830058123444,65,2,3.076923076923077,3.846153846153846,0,0,2,15,0,0,0,0,17.8,0.0,14.4,21.2,23.0,2.2,6.1,10.6,996.6,993.7,67.0,78.0,57.0
EL HIERRO,2021-03-04,2,26.91307078137616,224.2755898448013,28,2,7.142857142857143,3.333333333333334,2,0,0,8,0,0,0,0,19.4,0.0,18.0,20.7,35.0,6.9,8.9,8.8,1018.5333333333333,1015.4666666666667,66.0,79.33333333333333,56.666666666666664
FUERTEVENTURA,2021-03-04,9,76.00307353088564,146.1597567901647,148,8,5.405405405405405,6.213364595545134,14,2,5,87,2,4,0,0,19.0,0.0,15.0,22.9,99.0,6.1,11.4,10.4,1018.4,1015.8,62.0,78.0,47.0
LA PALMA,2021-03-05,1,26.36056459536533,44.33367681947806,140,3,2.142857142857143,3.526448362720403,16,0,5,117,1,2,0,0,19.3,0.0,15.6,23.0,99.0,6.9,21.7,6.2,1016.4,1013.0,68.0,83.0,56.0
TENERIFE,2021-03-05,79,53.84426515500687,102.95023497637314,2078,110,5.293551491819057,5.68929847658454,200,15,101,1649,30,55,0,13,20.4,2.4,17.5,23.2,30.0,3.3,15.3,8.0,1016.5,1013.2,64.0,80.0,53.0
LA GOMERA,2021-03-05,0,23.064858381769536,36.903773410831256,76,1,1.315789473684211,3.021148036253777,0,0,1,11,0,0,0,0,18.8,0.0,15.5,22.0,34.0,2.2,12.8,10.8,995.6,991.3,66.0,85.0,41.0
FUERTEVENTURA,2021-03-05,10,66.815888818361,144.48935956970567,270,12,4.444444444444445,5.532170775706555,18,0,4,82,2,5,0,0,19.7,0.0,15.8,23.6,30.0,5.8,13.3,5.6,1016.8,1012.6,66.0,79.0,52.0
EL HIERRO,2021-03-05,0,44.85511796896026,242.2176370323854,27,1,3.703703703703704,5.263157894736843,2,0,0,10,0,0,0,0,20.2,0.1,18.2,22.1,3.0,9.4,19.7,7.5,1018.0,1014.9,71.0,82.0,56.0
LANZAROTE,2021-03-05,10,27.597360922136936,93.70266731702309,324,12,3.703703703703704,3.258655804480652,32,1,4,132,12,6,0,2,18.8,0.7,14.0,23.5,99.0,4.7,13.3,8.1,1017.9,1013.5,69.0,93.0,50.0
GRAN CANARIA,2021-03-05,83,60.31412437567283,124.01799605152884,1694,99,5.844155844155845,6.013731491438498,193,6,84,1565,39,57,0,3,19.9,0.8,16.2,23.6,99.0,5.8,16.1,5.2,1015.5,1011.1,62.0,86.0,50.0
EL HIERRO,2021-03-06,0,44.85511796896026,134.56535390688077,2,0,0.0,4.57516339869281,0,0,0,10,0,0,0,0,18.9,0.0,17.0,20.8,36.0,10.0,18.1,8.5,1020.8,1015.6,66.0,77.0,60.0
LANZAROTE,2021-03-06,8,30.806356378199368,91.13547095217314,173,10,5.780346820809249,3.422619047619047,12,0,4,128,11,6,0,0,17.8,1.2,13.9,21.7,99.0,8.9,14.4,8.0,1019.4,1014.5,69.0,96.0,53.0
TENERIFE,2021-03-06,79,54.27501927624692,105.1040055825734,1467,94,6.407634628493525,5.532932011331445,114,10,105,1606,29,48,0,10,18.1,1.2,15.1,21.1,36.0,4.2,12.2,3.1,1019.8,1014.9,60.0,89.0,52.0
GRAN CANARIA,2021-03-06,85,62.301217620607794,129.0441730828349,1821,96,5.271828665568369,6.079475624743957,93,6,89,1540,37,55,0,4,18.1,0.5,15.3,20.9,9.0,9.2,17.5,6.0,1017.7,1012.6,65.0,89.0,52.0
LA PALMA,2021-03-06,2,25.162357113757817,45.531884301085576,131,4,3.053435114503817,3.788546255506608,11,1,6,111,1,2,0,0,18.2,0.0,15.8,20.6,34.0,12.2,18.9,8.0,1020.0,1014.1,69.0,76.0,56.0
FUERTEVENTURA,2021-03-06,6,55.95830688537734,148.66535262085324,427,9,2.107728337236534,4.819277108433735,13,0,4,88,2,5,0,0,19.4,0.05,16.2,22.7,34.0,8.6,16.1,7.2,1018.5,1013.6,60.0,76.0,44.0
LA GOMERA,2021-03-06,0,18.451886705415628,36.903773410831256,17,1,5.882352941176471,2.083333333333334,1,0,1,12,0,0,0,0,18.2,0.0,15.4,21.0,34.0,5.3,15.6,8.2,997.2,992.4,59.0,69.0,48.0
TENERIFE,2021-03-07,34,55.78265870058712,107.04239912815366,768,43,5.598958333333333,5.502454146215448,142,7,109,1701,28,49,0,11,19.5,0.8,17.2,21.8,32.0,5.3,13.9,8.3,1021.1,1017.7,55.0,73.0,47.0
EL HIERRO,2021-03-07,1,44.85511796896026,134.56535390688077,7,1,14.285714285714286,4.666666666666667,0,0,0,10,0,0,0,0,19.0,0.0,17.8,20.1,1.0,8.3,15.3,5.3,1022.7,1018.7,70.0,82.0,66.0
LA GOMERA,2021-03-07,0,18.451886705415628,36.903773410831256,13,0,0.0,2.507836990595612,2,0,1,14,0,0,0,0,19.5,0.0,16.1,22.9,35.0,4.4,14.4,9.5,998.9,995.4,53.0,65.0,40.0
LANZAROTE,2021-03-07,0,29.522758195774397,84.71748004004826,137,0,0.0,3.183425972713492,2,0,4,127,11,6,0,1,18.9,0.5,15.3,22.5,99.0,7.8,13.9,7.9,1021.2,1018.1,62.0,88.0,44.0
LA PALMA,2021-03-07,1,25.162357113757817,47.928299264300605,89,7,7.865168539325842,3.720106288751107,8,0,6,120,1,1,0,0,18.3,0.0,16.4,20.2,99.0,11.9,18.9,9.9,1020.6,1016.6,72.0,83.0,57.0
GRAN CANARIA,2021-03-07,75,63.82075951379335,127.8752947034614,1271,90,7.081038552321007,5.879059350503919,138,12,98,1571,39,58,0,9,18.9,0.05,16.1,21.7,99.0,10.6,16.4,8.9,1019.1,1015.2,60.0,82.0,44.0
FUERTEVENTURA,2021-03-07,14,53.452711054688805,145.3245581799352,125,14,11.2,4.175704989154013,7,1,4,89,3,4,0,0,19.4,0.0,16.2,22.6,34.0,8.9,15.0,6.7,1019.9,1016.8,58.0,76.0,41.0
LA PALMA,2021-03-08,3,25.162357113757817,49.12650674590813,213,11,5.164319248826291,3.986135181975737,19,1,4,127,3,1,0,0,18.5,0.3,15.6,21.4,3.0,9.7,20.6,8.7,1018.0,1014.0,75.0,88.0,56.0
FUERTEVENTURA,2021-03-08,9,57.62870410583637,155.34694150268933,149,9,6.040268456375839,4.602272727272728,17,1,3,89,3,4,0,0,18.4,0.05,16.1,20.8,35.0,5.8,12.8,2.4,1017.8,1014.1,66.0,82.0,52.0
GRAN CANARIA,2021-03-08,85,66.85984330016446,127.407743351712,2033,115,5.656665027053616,6.052631578947368,233,9,94,1630,37,65,0,28,18.8,2.7,15.5,22.0,1.0,6.7,13.9,5.2,1016.7,1012.8,83.0,92.0,58.0
LANZAROTE,2021-03-08,5,29.522758195774397,77.01589094549843,321,7,2.180685358255452,3.038239916186485,29,0,3,138,10,5,0,1,18.2,0.1,14.4,21.9,34.0,5.6,12.5,7.0,1018.9,1015.4,72.0,96.0,50.0
EL HIERRO,2021-03-08,0,53.82614156275231,134.56535390688077,29,0,0.0,5.194805194805195,0,0,0,9,0,0,0,0,19.5,0.3,17.1,21.9,99.0,6.9,13.9,6.9,1019.8,1015.5,73.0,88.0,62.0
TENERIFE,2021-03-08,97,54.70577339748698,104.9963170522634,2021,115,5.690252350321623,5.457869080779944,238,13,116,1729,27,65,0,14,19.3,4.6,16.4,22.2,34.0,3.6,11.7,9.4,1018.1,1014.0,72.0,87.0,59.0
LA GOMERA,2021-03-08,0,18.451886705415628,36.903773410831256,45,0,0.0,2.49221183800623,1,0,1,14,0,0,0,0,19.2,0.0,16.2,22.3,6.0,3.1,11.4,8.0,996.9,992.3,65.0,81.0,56.0
GRAN CANARIA,2021-03-09,71,68.49627303128737,126.35575281027585,2205,96,4.35374149659864,6.034618410700236,217,4,80,1612,37,74,0,27,17.4,0.05,15.1,19.7,1.0,10.0,19.7,6.4,1016.4,1013.4,62.0,89.0,44.0
LA GOMERA,2021-03-09,0,18.451886705415628,36.903773410831256,44,0,0.0,2.298850574712644,1,0,1,14,0,0,0,0,18.4,0.0,15.3,21.4,3.0,6.7,22.8,10.4,996.5,992.6,51.0,76.0,39.0
LANZAROTE,2021-03-09,9,25.030164557286987,75.73229276307345,321,13,4.049844236760125,2.664576802507837,19,1,4,143,10,5,0,1,18.1,0.0,15.1,21.1,1.0,9.2,17.5,7.1,1018.7,1015.6,54.0,79.0,38.0
TENERIFE,2021-03-09,107,57.61336371585735,107.58084177970372,2277,137,6.016688625384278,5.455749648149681,250,10,105,1755,30,56,0,16,18.4,0.05,15.7,21.1,32.0,5.3,15.3,9.3,1018.8,1015.3,54.0,81.0,45.0
LA PALMA,2021-03-09,0,22.765942150542788,52.721129190730665,167,3,1.796407185628743,3.719357565511412,26,0,4,122,3,2,0,0,18.6,0.1,16.0,21.3,99.0,10.8,15.3,7.0,1019.0,1015.6,66.0,86.0,44.0
FUERTEVENTURA,2021-03-09,20,57.62870410583637,154.51174289245984,507,30,5.91715976331361,4.440697020798202,13,1,4,89,3,4,0,0,18.2,0.0,15.2,21.3,35.0,10.0,19.7,5.1,1017.6,1014.2,53.0,82.0,39.0
EL HIERRO,2021-03-09,1,53.82614156275231,116.62330671929668,18,4,22.22222222222222,4.678362573099415,2,0,0,11,0,0,0,0,18.6,0.0,17.3,20.0,99.0,10.3,15.0,7.3,1019.6,1016.5,66.0,80.0,57.0
TENERIFE,2021-03-10,127,61.167085216087806,111.3499403405542,2401,150,6.247396917950854,5.538969201759899,221,8,104,1736,30,62,0,12,18.8,0.0,16.6,21.1,1.0,2.8,10.3,6.8,1020.5,1016.9,60.0,62.0,47.0
LA PALMA,2021-03-10,2,17.97311222411273,47.928299264300605,156,3,1.923076923076923,3.581020590868397,19,1,3,123,4,3,0,0,18.6,0.0,16.8,20.5,1.0,7.5,12.8,1.7,1020.5,1017.1,61.0,72.0,47.0
EL HIERRO,2021-03-10,1,53.82614156275231,62.79716515654436,19,2,10.526315789473683,7.142857142857143,0,0,0,10,0,0,0,0,18.5,0.0,17.4,19.6,3.0,9.2,15.0,8.7,1020.9,1017.9,66.0,72.0,59.0
