fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,isla
2021-03-22,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"16,8","0,0","15,0",05:20,"18,6",13:50,35,"3,1","11,4",01:40,"0,4","993,0",Varias,"990,5",16,54,61,Varias,44,10:40,La Gomera
2021-03-23,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"17,6","0,0","13,9",07:00,"21,2",15:40,35,"2,8","10,3",04:10,"10,4","994,8",10,"991,5",03,53,62,23:59,45,15:30,La Gomera
2021-03-24,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"20,4","0,0","15,1",03:30,"25,6",23:20,08,"1,7","6,1",14:40,"9,0","995,2",13,"992,2",17,51,67,02:30,12,23:00,La Gomera
2021-03-25,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"22,6","0,0","19,3",04:40,"25,9",11:30,06,"4,4","10,3",08:10,"8,7","993,1",00,"986,5",19,23,55,05:00,11,Varias,La Gomera
2021-03-26,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"19,2","0,0","17,1",23:40,"21,2",15:00,26,"8,3","17,5",12:00,"10,7","989,4",24,"984,3",04,65,84,23:50,26,Varias,La Gomera
2021-03-27,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"18,9","0,0","16,4",06:10,"21,4",14:00,26,"6,1","13,9",15:10,"9,4","989,8",24,"986,9",05,71,84,Varias,58,16:30,La Gomera
2021-03-28,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"18,4","1,3","15,9",10:10,"21,0",11:40,26,"5,8","13,3",16:50,"7,7","989,8",00,"986,6",17,74,90,10:10,57,14:40,La Gomera
2021-03-29,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"18,8",Ip,"15,4",04:40,"22,1",14:20,02,"1,9","9,2",12:00,"9,6","991,3",24,"986,6",04,72,88,02:30,54,12:30,La Gomera
2021-03-30,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"18,6","0,0","15,6",06:20,"21,7",12:40,23,"3,6","9,2",16:40,"10,8","991,3",00,"986,3",19,69,82,22:40,53,03:00,La Gomera
2021-03-31,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"18,0","0,0","14,7",09:40,"21,2",14:20,28,"6,9","15,0",09:40,"6,4","989,6",24,"984,6",07,68,95,09:30,54,16:00,La Gomera
2021-04-01,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"18,8","0,0","15,4",05:30,"22,2",12:40,23,"3,1","9,2",13:30,"10,3","994,6",24,"988,5",02,62,82,23:00,54,13:00,La Gomera
2021-04-02,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"18,8","0,0","15,5",06:50,"22,1",13:30,24,"2,5","12,5",11:30,"10,7","994,6",00,"991,7",16,71,84,23:30,57,13:30,La Gomera
2021-04-03,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"19,0","0,0","15,9",07:00,"22,2",13:50,23,"3,6","8,9",13:00,"10,3","993,3",00,"989,7",17,67,86,00:50,56,13:20,La Gomera
2021-04-04,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"18,5","0,0","15,9",06:40,"21,1",12:40,21,"1,9","6,1",14:10,"3,5","992,9",00,"990,1",06,64,73,Varias,55,12:30,La Gomera
2021-04-05,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"19,0","0,0","15,9",05:30,"22,0",15:20,23,"2,2","6,1",14:40,"5,9","992,3",00,"989,7",05,56,72,00:20,48,13:20,La Gomera
2021-04-06,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,"18,6","0,0","15,4",06:00,"21,8",15:05,23,"3,3","8,9",17:10,"8,9","992,2",00,"988,1",17,62,79,23:40,56,14:30,La Gomera
