fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,isla
2021-04-09,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,8","0,0","16,2",07:08,"23,5",09:58,99,"2,8","7,2",Varias,"9,7","1015,5",00,"1012,9",17,73,91,05:02,56,09:59,Lanzarote
2021-04-10,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"20,2","0,0","14,9",06:22,"25,5",13:20,34,"4,4","12,8",14:22,"11,4","1015,3",Varias,"1012,2",05,60,85,Varias,38,15:32,Lanzarote
2021-04-11,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"20,8","0,0","15,6",06:19,"25,9",12:54,99,"5,0","10,3",Varias,"9,5","1017,7",Varias,"1013,4",04,68,90,Varias,46,11:46,Lanzarote
2021-04-12,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"22,1","0,0","17,1",04:54,"27,1",13:12,36,"6,4","12,8",17:26,"12,0","1017,8",Varias,"1014,7",17,63,89,Varias,39,13:01,Lanzarote
2021-04-13,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"23,2","0,0","17,1",06:35,"29,3",12:52,99,"6,7","14,4",Varias,"10,4","1017,6",00,"1014,0",18,56,89,Varias,31,13:03,Lanzarote
2021-04-14,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"22,0","0,2","17,4",04:17,"26,6",12:42,99,"5,0","10,3",Varias,"6,3","1015,8",00,"1012,6",18,65,91,04:45,52,12:42,Lanzarote
2021-04-15,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"21,4","0,0","17,3",06:41,"25,6",13:10,33,"5,3","12,5",12:24,"9,9","1014,5",Varias,"1012,1",04,63,85,Varias,43,15:39,Lanzarote
2021-04-16,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"21,4","0,0","17,3",05:50,"25,4",13:00,35,"8,1","15,3",Varias,"9,8","1015,7",Varias,"1012,6",16,65,86,04:22,46,13:23,Lanzarote
2021-04-17,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"21,8","0,0","17,6",06:02,"26,0",12:28,01,"8,6","15,0",15:06,"11,4","1017,7",Varias,"1014,7",04,63,87,00:50,44,13:33,Lanzarote
2021-04-18,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"20,4","0,0","15,8",05:21,"25,1",13:16,99,"6,4","12,8",Varias,"11,8","1018,3",Varias,"1015,5",03,60,76,Varias,44,13:18,Lanzarote
2021-04-19,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"21,2","0,0","15,5",02:12,"27,0",13:54,99,"6,7","13,3",Varias,"12,0","1017,6",00,"1015,1",18,64,87,Varias,47,13:53,Lanzarote
